customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,total_day,account_charges_monthly,account_charges_total
9039-rbeee,True,male,0,False,False,39,False,no phone service,dsl,yes,yes,no,yes,yes,no,month-to-month,True,credit card (automatic),1.61,48.95,1880.85
9039-zvjdc,False,male,0,False,False,3,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,True,mailed check,0.59,19.1,53.05
9040-kzvwo,False,male,0,False,False,26,True,no,fiber optic,no,yes,no,no,no,no,one year,False,bank transfer (automatic),2.59,75.5,2018.1
9046-dqmtp,False,male,0,False,False,35,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,bank transfer (automatic),0.7,20.75,739.9
9046-jbfwa,False,male,0,False,True,27,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.66,19.15,537.35
9048-jvyvf,True,male,0,False,False,3,True,no,dsl,no,no,no,yes,yes,yes,month-to-month,True,electronic check,2.13,69.35,191.35
9050-ikdza,False,female,1,False,False,2,True,no,fiber optic,no,no,no,no,yes,no,month-to-month,False,mailed check,2.71,81.5,162.55
9050-qlroh,True,male,0,False,False,18,True,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,True,credit card (automatic),2.96,90.7,1597.25
9052-dhnkm,False,male,0,False,False,26,True,yes,dsl,yes,yes,no,no,no,no,one year,False,electronic check,2.03,61.55,1581.95
9052-vkduw,False,female,1,True,False,65,True,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,True,credit card (automatic),3.71,109.4,7227.45
9053-ejunl,False,male,0,False,False,41,True,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,True,electronic check,2.96,89.2,3645.75
9053-jzfkv,True,male,0,False,False,67,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,False,credit card (automatic),3.86,116.2,7752.3
9054-fownv,False,male,0,True,True,22,True,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,True,electronic check,2.86,88.75,1885.15
9055-mojjj,False,female,0,True,True,64,True,no,dsl,yes,no,no,yes,yes,no,one year,False,mailed check,2.12,65.8,4068.0
9057-mswco,True,male,1,True,False,27,False,no phone service,dsl,yes,no,no,no,no,no,month-to-month,False,credit card (automatic),0.99,30.75,805.1
9057-sihch,True,female,0,False,False,3,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.24,96.6,291.9
9058-cbreo,True,female,1,False,False,1,True,yes,dsl,no,no,no,no,no,no,month-to-month,False,mailed check,1.68,50.55,50.55
9058-hrzsv,False,female,1,True,False,65,True,no,fiber optic,yes,yes,yes,no,no,yes,month-to-month,False,electronic check,3.14,94.4,6126.15
9058-mjlzc,False,female,0,False,False,24,True,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,True,electronic check,3.17,94.6,2283.15
9060-hjjrw,False,female,0,False,False,51,False,no phone service,dsl,no,yes,yes,no,yes,yes,one year,True,credit card (automatic),1.91,56.4,2928.5
9061-tihda,True,male,1,True,False,13,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.16,95.25,1233.65
9063-zgtuy,True,female,0,True,True,61,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,True,mailed check,0.65,19.4,1182.55
9065-zcpqx,False,male,0,True,False,72,True,yes,dsl,yes,yes,yes,yes,no,yes,two year,False,bank transfer (automatic),2.67,78.85,5763.15
9066-qrsdu,False,female,0,True,False,69,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,True,electronic check,0.85,26.3,1763.55
9067-sqtns,False,male,0,True,True,44,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,bank transfer (automatic),0.7,20.6,926.0
9067-ygsca,False,female,0,False,False,70,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,credit card (automatic),0.88,26.05,1856.4
9068-fhqhd,False,female,0,True,True,40,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,bank transfer (automatic),0.65,20.15,777.35
9068-vpwqq,False,male,0,True,False,61,True,yes,dsl,yes,no,yes,yes,no,yes,two year,False,credit card (automatic),2.58,75.35,4729.3
9069-lgeul,False,male,0,True,False,23,True,no,dsl,yes,no,no,no,no,yes,month-to-month,True,bank transfer (automatic),2.04,59.95,1406.0
9070-bckqp,False,female,0,True,False,72,True,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,True,credit card (automatic),3.65,110.15,7881.2
9073-zziay,False,male,0,True,True,62,True,no,dsl,yes,yes,yes,yes,yes,yes,two year,False,electronic check,2.8,86.1,5215.25
9074-kgvox,False,male,0,True,True,50,False,no phone service,dsl,yes,no,no,no,yes,no,month-to-month,True,credit card (automatic),1.35,39.45,2021.35
9076-axyik,False,male,1,True,False,64,True,yes,fiber optic,no,no,yes,yes,yes,yes,two year,False,electronic check,3.41,102.1,6538.45
9079-lwtfd,False,male,0,False,False,47,True,yes,fiber optic,yes,yes,no,yes,yes,no,month-to-month,False,mailed check,3.31,100.75,4669.2
9079-yexqj,True,female,0,False,False,54,True,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,False,electronic check,3.71,111.1,6014.85
9081-wwxkp,False,female,0,True,True,47,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,credit card (automatic),0.62,20.25,873.4
9084-oaykl,False,male,0,False,False,58,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.7,20.8,1212.25
9086-yjyxs,False,male,0,True,True,34,True,yes,dsl,no,no,yes,no,yes,yes,one year,False,bank transfer (automatic),2.7,77.2,2753.8
9087-eycpr,False,female,0,False,False,60,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.84,25.0,1505.05
9089-uowjg,False,female,0,True,True,12,True,no,dsl,no,no,yes,no,yes,no,month-to-month,True,credit card (automatic),2.06,58.35,740.55
9090-sgqxl,True,male,1,True,False,68,True,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,True,electronic check,3.58,105.3,7299.65
9091-wtuuy,False,male,0,True,True,64,True,no,dsl,yes,no,yes,yes,yes,no,two year,False,mailed check,2.32,69.25,4447.75
9092-gdzko,False,male,0,False,False,22,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,True,credit card (automatic),0.75,24.85,493.4
9093-fpdlg,False,female,0,False,False,11,True,no,fiber optic,no,yes,yes,yes,no,yes,month-to-month,True,electronic check,3.03,94.2,999.9
9094-azphk,False,female,0,False,False,15,True,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,True,electronic check,3.14,100.15,1415.0
9095-hfafx,True,female,0,False,False,5,True,no,fiber optic,no,no,no,no,yes,no,month-to-month,True,credit card (automatic),2.6,81.0,389.6
9097-zubyc,False,male,0,True,False,14,True,no,dsl,no,no,no,yes,no,no,month-to-month,False,bank transfer (automatic),1.58,48.8,664.4
9099-ftuhs,False,female,0,False,False,23,True,yes,dsl,yes,no,no,no,no,no,month-to-month,False,electronic check,1.81,54.4,1249.25
9101-bwfss,True,female,0,True,False,50,True,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,False,electronic check,3.74,108.55,5610.7
9101-ntixf,False,male,0,False,False,2,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.84,19.4,50.6
9102-iayht,True,female,0,True,True,17,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.85,85.45,1451.6
9102-oxkfy,False,male,0,False,False,59,True,yes,dsl,no,no,yes,no,no,no,two year,False,credit card (automatic),1.76,54.15,3116.15
9103-cxvok,False,male,0,True,True,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,electronic check,0.66,19.75,19.75
9103-tcihj,True,female,0,False,False,15,True,yes,dsl,yes,no,no,no,no,no,month-to-month,True,mailed check,2.0,55.7,899.8
9107-ukcky,False,male,0,True,False,61,True,yes,dsl,no,yes,yes,no,yes,yes,one year,True,electronic check,2.69,79.8,4914.8
9108-ejfjp,False,female,0,True,False,1,True,no,dsl,yes,yes,no,no,no,no,month-to-month,True,mailed check,1.78,53.55,53.55
9108-eqpnq,False,female,0,True,True,10,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,credit card (automatic),0.75,26.1,225.55
9110-hsgtv,False,female,0,False,False,69,True,no,dsl,yes,no,yes,yes,yes,yes,two year,True,credit card (automatic),2.68,82.45,5555.3
9112-wsnpu,False,female,1,False,False,35,True,no,fiber optic,no,no,no,no,no,no,month-to-month,False,electronic check,2.3,70.55,2419.0
9114-aafqh,False,female,0,True,False,48,True,no,dsl,no,yes,yes,no,no,yes,one year,True,electronic check,2.15,65.65,3094.65
9114-dpsia,False,male,0,True,True,72,True,yes,dsl,yes,yes,yes,yes,no,yes,two year,False,credit card (automatic),2.66,81.0,5750.0
9114-vepuf,False,male,0,True,False,62,True,yes,fiber optic,yes,yes,no,no,no,yes,one year,False,electronic check,3.23,96.1,6001.45
9115-yqhga,False,male,0,False,False,40,True,no,dsl,no,no,no,yes,no,no,month-to-month,True,electronic check,1.74,51.1,2092.9
9117-shlzx,True,male,0,False,False,1,True,no,dsl,no,no,no,no,no,no,month-to-month,True,mailed check,1.52,45.7,45.7
9121-phqsr,False,male,1,True,False,16,True,yes,fiber optic,no,no,no,no,yes,no,month-to-month,True,credit card (automatic),2.9,85.05,1391.15
9122-umrob,False,male,0,False,False,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.68,20.3,20.3
9124-lhcjq,True,female,0,False,False,1,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,mailed check,2.85,85.45,85.45
9127-fhjbz,False,male,0,True,True,72,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,True,electronic check,3.75,114.0,8093.15
9127-qrzmh,False,male,0,True,False,44,True,no,dsl,yes,yes,no,yes,no,no,one year,True,bank transfer (automatic),1.97,59.85,2603.95
9128-cpxki,False,female,0,False,False,59,True,no,fiber optic,no,no,yes,no,yes,yes,two year,False,electronic check,3.2,95.8,5655.45
9129-uxerg,False,female,1,False,False,18,True,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,True,credit card (automatic),3.35,103.6,1806.35
9133-ayjzg,False,female,0,False,False,23,True,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,True,credit card (automatic),3.26,98.7,2249.1
9134-ceqmf,True,male,1,True,False,7,True,no,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.22,89.5,676.7
9134-wyrvp,False,male,0,False,False,51,True,no,fiber optic,yes,no,no,no,yes,no,one year,False,mailed check,2.79,86.35,4267.15
9135-hswoc,False,male,0,True,True,64,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,bank transfer (automatic),0.66,19.7,1274.05
9135-mgvpy,False,male,0,True,False,69,True,no,dsl,yes,yes,yes,yes,yes,yes,two year,True,mailed check,2.84,84.7,5878.9
9136-alybr,True,male,0,False,False,1,False,no phone service,dsl,no,no,no,no,no,no,month-to-month,True,mailed check,0.82,24.45,24.45
9137-noqka,False,male,1,False,False,2,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,electronic check,0.62,19.2,37.2
9137-uiypg,False,female,0,True,True,35,True,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,True,electronic check,3.58,106.9,3756.45
9138-efsmo,False,male,0,True,True,26,True,no,fiber optic,no,no,no,no,no,yes,one year,False,bank transfer (automatic),2.61,78.95,2034.25
9139-twbas,False,female,0,True,False,26,False,no phone service,dsl,yes,yes,yes,no,yes,no,one year,False,bank transfer (automatic),1.53,47.85,1190.5
9139-wqqdy,True,female,0,True,True,49,True,yes,fiber optic,no,yes,no,no,yes,yes,one year,False,mailed check,3.36,100.45,4941.8
9140-czqzz,False,female,0,True,False,68,True,no,dsl,yes,yes,no,yes,yes,yes,two year,True,bank transfer (automatic),2.7,79.6,5515.8
9142-kzxop,False,male,0,False,False,44,True,no,fiber optic,no,no,no,no,no,no,month-to-month,False,credit card (automatic),2.24,68.85,2958.95
9142-xmyjh,False,female,0,False,False,29,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,credit card (automatic),0.69,19.35,601.6
9143-canjf,False,female,0,True,True,24,True,no,dsl,yes,no,no,yes,no,no,month-to-month,False,electronic check,1.83,55.15,1319.85
9146-jriox,False,female,0,True,True,14,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.89,25.55,372.45
9150-hepmb,False,male,0,False,False,56,True,no,dsl,yes,no,yes,no,no,no,one year,False,mailed check,1.8,52.7,3019.7
9150-kpbjq,False,female,0,False,False,6,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,credit card (automatic),0.65,19.65,116.85
9152-amkak,False,male,0,False,False,6,True,no,dsl,yes,no,yes,yes,yes,yes,two year,True,mailed check,2.74,80.25,493.4
9153-btbvv,False,female,0,True,False,71,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,bank transfer (automatic),0.82,25.0,1753.0
9154-qdgth,False,male,0,True,True,43,True,yes,fiber optic,no,no,yes,yes,yes,yes,one year,True,credit card (automatic),3.45,104.3,4451.85
9158-vctqb,True,female,0,True,False,41,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,True,bank transfer (automatic),3.74,113.6,4594.95
9163-ghaye,False,female,0,False,False,15,True,no,dsl,no,yes,no,no,no,no,month-to-month,False,electronic check,1.64,48.85,736.8
9167-apmxz,False,female,0,False,False,22,True,yes,fiber optic,no,no,no,no,yes,no,month-to-month,True,bank transfer (automatic),2.76,84.15,1821.95
9168-inpsz,False,female,1,True,False,44,True,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,False,electronic check,3.41,104.15,4495.65
9169-bsvin,False,male,0,False,False,12,True,yes,dsl,no,no,yes,no,yes,yes,month-to-month,False,bank transfer (automatic),2.3,74.75,827.05
9170-arbtb,False,female,0,True,True,52,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,credit card (automatic),0.65,19.6,1012.4
9170-cckou,True,male,0,True,False,17,True,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,False,credit card (automatic),2.85,90.2,1454.15
9170-gyzjc,True,female,0,True,True,41,True,yes,dsl,yes,yes,yes,yes,no,yes,month-to-month,False,credit card (automatic),2.7,79.9,3326.2
9172-ancrx,True,female,0,False,False,10,True,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,True,electronic check,3.24,98.7,973.25
9172-jitsm,True,female,0,True,True,26,True,no,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.03,90.8,2361.8
9173-ivzvp,False,female,0,True,True,53,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.72,20.9,1146.05
9174-fkwze,True,female,1,False,False,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,True,electronic check,0.65,19.45,19.45
9174-ihetn,False,female,0,False,True,50,True,no,fiber optic,no,no,no,no,no,no,two year,False,credit card (automatic),2.36,70.35,3533.6
9178-jhuvj,False,male,0,True,True,24,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,bank transfer (automatic),0.82,24.1,587.4
9184-galil,False,female,0,True,True,38,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.69,20.45,781.25
9185-tqcvp,True,male,0,True,False,14,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.71,85.15,1139.2
9189-jwshv,True,female,1,True,False,24,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.14,93.55,2264.05
9190-mfjln,True,male,1,False,False,19,True,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,credit card (automatic),3.12,95.9,1777.9
9191-myqkx,True,female,0,True,False,7,True,no,fiber optic,no,no,yes,no,no,no,month-to-month,True,bank transfer (automatic),2.37,75.15,496.9
9194-gfvoi,False,female,0,True,False,42,True,yes,dsl,yes,no,yes,yes,yes,yes,two year,False,credit card (automatic),2.83,84.35,3571.6
9199-pwqvc,False,female,0,True,False,63,True,yes,dsl,yes,yes,no,no,yes,yes,one year,True,credit card (automatic),2.53,79.7,4786.15
9200-nlnpd,False,male,0,True,False,56,False,no phone service,dsl,no,no,yes,yes,yes,yes,one year,True,bank transfer (automatic),1.76,54.05,2959.8
9206-gvpeq,True,male,0,True,False,13,False,no phone service,dsl,yes,no,no,yes,yes,yes,month-to-month,True,electronic check,1.81,54.45,706.85
9207-zpanb,False,male,0,False,False,37,True,yes,dsl,yes,yes,yes,yes,no,no,one year,False,electronic check,2.2,67.45,2443.3
9208-olgaq,False,female,1,False,False,18,True,no,fiber optic,no,no,yes,no,no,yes,month-to-month,True,electronic check,2.67,84.95,1443.65
9209-nwpgu,False,male,0,False,False,44,True,no,dsl,yes,no,no,yes,yes,no,one year,False,electronic check,2.1,65.4,2774.55
9210-iahgh,True,female,0,False,False,7,True,no,dsl,no,no,no,yes,yes,yes,month-to-month,True,credit card (automatic),2.15,70.75,450.8
9214-ekvxr,False,female,0,False,False,1,True,no,dsl,no,no,no,no,no,no,month-to-month,True,mailed check,1.47,44.0,44.0
9220-cxrsc,False,female,0,True,True,69,True,yes,dsl,yes,no,no,yes,no,no,two year,False,credit card (automatic),1.96,61.4,4059.85
9220-znkji,False,female,1,True,False,55,True,no,fiber optic,no,no,yes,yes,yes,no,two year,False,credit card (automatic),2.91,88.8,4805.3
9221-otivj,True,female,1,False,False,14,True,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,True,electronic check,3.65,104.85,1531.4
9223-ucpvt,True,female,0,False,False,1,True,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,False,electronic check,3.15,94.4,94.4
9224-vtyid,False,male,0,True,True,47,True,yes,dsl,yes,yes,yes,yes,yes,yes,two year,True,mailed check,3.06,90.5,4318.35
9225-bzlnz,False,male,0,True,False,72,True,yes,dsl,yes,yes,yes,no,yes,yes,two year,True,electronic check,2.82,85.25,6083.1
9227-lunbg,True,female,0,False,False,1,False,no phone service,dsl,no,no,no,no,no,no,month-to-month,False,electronic check,0.82,24.6,24.6
9227-uaqft,False,male,0,False,False,16,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.59,19.75,284.35
9227-ybaxe,False,female,0,True,True,65,True,yes,dsl,yes,yes,no,yes,yes,yes,two year,True,bank transfer (automatic),2.67,82.5,5215.1
9229-rqabd,False,male,0,False,False,18,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.79,23.75,424.5
9231-zjyam,True,female,1,False,False,4,True,no,fiber optic,no,no,no,no,yes,no,month-to-month,True,electronic check,2.44,78.85,292.8
9233-psyho,False,female,1,False,False,45,True,yes,fiber optic,no,no,yes,no,yes,yes,one year,True,bank transfer (automatic),3.3,100.15,4459.8
9236-nducw,False,female,0,False,False,21,False,no phone service,dsl,yes,no,no,yes,no,no,two year,False,mailed check,1.22,35.1,770.4
9237-hqitu,True,female,0,False,False,2,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.53,70.7,151.65
9239-gzhze,False,female,0,True,False,72,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,True,credit card (automatic),3.76,113.65,8124.2
9239-zbzzv,True,female,0,False,False,6,False,no phone service,dsl,no,no,yes,no,yes,yes,month-to-month,True,electronic check,1.7,47.95,305.1
9242-tkfsv,False,male,0,True,True,72,False,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,True,credit card (automatic),2.2,65.1,4754.3
9244-zvapm,False,male,0,False,False,1,True,no,dsl,no,no,no,no,no,no,month-to-month,False,mailed check,1.52,45.6,45.6
9248-ojykk,True,male,1,False,False,1,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.55,76.45,76.45
9249-fxsck,True,female,0,False,False,52,True,yes,fiber optic,yes,yes,no,yes,yes,yes,one year,True,credit card (automatic),3.79,111.25,5916.45
9250-wypll,True,female,0,False,False,5,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,False,electronic check,2.76,75.55,413.65
9251-awqgt,False,female,0,True,True,48,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.65,20.0,935.9
9251-wnsod,False,female,0,True,False,67,True,yes,dsl,yes,yes,yes,no,no,yes,one year,False,mailed check,2.52,75.1,5064.45
9253-qxkbe,True,male,1,True,False,29,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.05,94.45,2653.65
9253-vifjq,False,male,0,True,False,65,True,yes,dsl,yes,yes,yes,no,no,no,one year,False,credit card (automatic),2.21,67.05,4309.55
9254-rbfon,True,female,0,True,True,17,True,no,fiber optic,no,no,yes,yes,yes,yes,one year,False,bank transfer (automatic),3.34,98.6,1704.95
9256-jtbnz,False,female,0,False,False,11,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,bank transfer (automatic),0.75,20.3,246.3
9257-azmtz,False,female,0,True,True,52,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,bank transfer (automatic),0.69,20.1,1078.75
9258-cnwac,False,female,0,True,True,71,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,False,credit card (automatic),3.83,113.65,8166.8
9259-pacgq,True,female,0,True,False,34,True,yes,dsl,yes,yes,no,yes,no,no,month-to-month,False,electronic check,2.23,62.65,2274.9
9261-wdcaf,False,male,0,False,False,3,True,no,dsl,no,no,no,no,no,yes,month-to-month,False,mailed check,2.1,54.65,189.1
9269-cqool,True,male,0,False,True,3,True,no,dsl,no,no,no,no,yes,no,month-to-month,True,credit card (automatic),1.88,54.7,169.45
9272-lsvyh,False,male,0,False,False,10,True,no,fiber optic,no,no,no,no,no,no,month-to-month,False,mailed check,2.45,70.15,735.5
9274-cnfmo,True,male,1,True,False,4,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,False,electronic check,2.57,74.95,308.7
9274-uarkj,False,female,0,False,False,15,True,no,fiber optic,no,yes,no,no,yes,no,month-to-month,True,bank transfer (automatic),2.51,83.2,1130.0
9277-joomo,False,female,0,False,False,3,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.96,24.6,86.35
9278-vzkcd,False,female,1,True,False,52,True,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,True,electronic check,3.62,109.1,5647.95
9279-cjeoj,False,female,1,False,False,21,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,bank transfer (automatic),3.21,95.4,2025.1
9281-cedru,False,female,0,True,False,68,True,no,dsl,no,yes,no,yes,yes,no,two year,False,bank transfer (automatic),2.12,64.1,4326.25
9281-ofdmf,False,male,1,False,False,39,True,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,False,electronic check,2.92,90.7,3413.25
9281-pkkze,False,female,0,True,False,46,False,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,True,electronic check,1.45,43.95,2007.85
9282-izgqk,True,female,0,False,False,1,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.83,85.0,85.0
9283-lzqoh,True,male,0,True,True,13,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,True,credit card (automatic),2.3,74.4,896.75
9286-bhdqg,False,male,0,True,True,72,False,no phone service,dsl,yes,yes,yes,yes,no,no,two year,False,credit card (automatic),1.45,45.25,3139.8
9286-dojgf,True,female,1,True,False,38,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,True,bank transfer (automatic),2.52,74.95,2869.85
9289-lbqvu,False,male,0,True,False,64,True,yes,dsl,no,yes,no,yes,no,yes,one year,True,mailed check,2.33,70.15,4480.7
9290-shcmb,False,female,1,False,False,13,True,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,electronic check,3.17,96.85,1235.55
9294-tdipc,False,male,0,False,True,5,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.56,20.2,83.75
9297-eoncv,False,female,0,False,False,72,True,yes,dsl,yes,yes,yes,yes,yes,yes,two year,True,bank transfer (automatic),3.1,91.35,6697.2
9297-fvvdh,False,female,0,True,True,57,True,yes,dsl,yes,no,yes,yes,yes,yes,two year,True,electronic check,2.83,84.5,4845.4
9298-wgmrw,False,female,0,True,False,72,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,True,bank transfer (automatic),3.85,115.5,8312.75
9300-agznl,True,male,1,False,False,1,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.13,94.0,94.0
9300-rendd,True,male,0,False,False,1,True,no,fiber optic,no,no,no,no,yes,no,month-to-month,True,electronic check,2.66,79.95,79.95
9305-cdskc,True,female,0,False,False,8,True,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,True,electronic check,3.42,99.65,820.5
9306-cpcbc,True,female,0,False,False,3,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.34,74.25,210.3
9308-anmve,False,male,0,False,True,47,True,no,dsl,yes,yes,no,no,no,no,month-to-month,True,electronic check,1.88,55.3,2654.05
9309-bzgnt,False,male,1,True,False,69,False,no phone service,dsl,no,no,yes,no,no,no,one year,True,credit card (automatic),1.03,29.8,2134.3
9313-cdogy,False,male,0,True,True,38,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,electronic check,0.63,19.6,717.3
9313-qoltz,False,male,0,False,False,26,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.66,20.9,518.3
9314-ijwsq,False,female,0,True,True,14,True,yes,fiber optic,no,no,no,no,yes,no,month-to-month,True,electronic check,2.87,84.8,1203.9
9314-qdmdw,False,male,0,False,False,11,True,no,dsl,no,yes,no,no,yes,no,one year,True,electronic check,2.21,61.25,729.95
9317-wzpgv,True,female,1,False,False,2,True,no,fiber optic,no,no,no,no,no,yes,month-to-month,True,bank transfer (automatic),2.66,79.75,159.4
9318-nknfc,True,male,0,False,False,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,True,mailed check,0.63,18.85,18.85
9323-hgfwy,False,female,0,True,False,27,True,no,fiber optic,yes,no,no,yes,yes,yes,one year,True,credit card (automatic),3.31,101.9,2681.15
9327-qsded,False,male,0,False,False,8,True,no,dsl,no,no,no,no,no,no,month-to-month,False,mailed check,1.4,43.55,335.4
9330-dhbfl,False,female,0,True,True,23,True,no,dsl,yes,yes,yes,yes,no,no,one year,True,mailed check,2.22,66.25,1533.8
9330-ijwio,True,female,0,False,False,13,True,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,True,electronic check,3.48,100.35,1358.85
9330-vofsz,False,female,0,True,False,60,True,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,True,credit card (automatic),3.69,110.8,6640.7
9332-gywlo,False,female,0,True,True,6,True,no,dsl,no,no,no,no,yes,no,month-to-month,False,electronic check,1.97,54.85,355.1
